sample_id,true_label,predicted_label,true_label_encoded,predicted_label_encoded,winning_proportion,decision_margin,is_correct,num_classes_voted,num_neighbors,neighbor_distance_mean,neighbor_distance_std,neighbor_indices,neighbor_distances
324,59,59,39,39,1.0,1.0,True,1,3,0.4279680947462718,0.03762451891223389,"[388, 391, 384]","[0.39363500475883484, 0.40993043780326843, 0.48033884167671204]"
325,59,59,39,39,1.0,1.0,True,1,3,0.5742714007695516,0.008053093384832394,"[393, 385, 386]","[0.5670485496520996, 0.5702571272850037, 0.5855085253715515]"
326,59,59,39,39,1.0,1.0,True,1,3,0.6030037999153137,0.022415160565872252,"[385, 392, 393]","[0.5764530897140503, 0.601280689239502, 0.6312776207923889]"
327,61,61,41,41,1.0,1.0,True,1,3,0.4279997448126475,0.026279219925778797,"[402, 400, 395]","[0.3953109085559845, 0.4290315508842468, 0.4596567749977112]"
328,61,61,41,41,1.0,1.0,True,1,3,0.659345785776774,0.08672187690878679,"[401, 394, 396]","[0.5815041065216064, 0.6161902546882629, 0.7803429961204529]"
329,61,61,41,41,1.0,1.0,True,1,3,0.5049682358900706,0.0189750198869658,"[398, 402, 400]","[0.4793524444103241, 0.5108515024185181, 0.5247007608413696]"
330,61,61,41,41,1.0,1.0,True,1,3,0.4826650619506836,0.024058748822335566,"[398, 395, 400]","[0.4499056935310364, 0.4910852909088135, 0.5070042014122009]"
331,61,61,41,41,1.0,1.0,True,1,3,0.4575890103975932,0.059624338566698916,"[402, 395, 400]","[0.3842673599720001, 0.4581867754459381, 0.5303128957748413]"
332,61,61,41,41,1.0,1.0,True,1,3,0.4303399920463562,0.021156496990806035,"[395, 402, 398]","[0.4037086069583893, 0.4318458139896393, 0.45546555519104004]"
333,61,61,41,41,1.0,1.0,True,1,3,0.38224541147549945,0.03600489363345147,"[400, 395, 402]","[0.33134329319000244, 0.4065742790699005, 0.40881866216659546]"
334,61,61,41,41,1.0,1.0,True,1,3,0.4113461474577586,0.052368989105963056,"[396, 400, 402]","[0.3682500720024109, 0.38073277473449707, 0.4850555956363678]"
335,61,61,41,41,1.0,1.0,True,1,3,0.47132785121599835,0.039304163314526866,"[395, 402, 396]","[0.4194829761981964, 0.4798920750617981, 0.5146085023880005]"
336,61,61,41,41,1.0,1.0,True,1,3,0.566501796245575,0.045634923617529695,"[398, 395, 400]","[0.5024394989013672, 0.5917627215385437, 0.605303168296814]"
337,63,63,43,43,1.0,1.0,True,1,3,0.5640732049942017,0.04268566234899934,"[416, 418, 413]","[0.5159879326820374, 0.5565096139907837, 0.6197220683097839]"
338,63,63,43,43,1.0,1.0,True,1,3,0.5452290078004202,0.04795640605631072,"[421, 416, 415]","[0.4777221977710724, 0.5733389854431152, 0.5846258401870728]"
339,63,63,43,43,1.0,1.0,True,1,3,0.6378530065218607,0.02363901577158122,"[413, 416, 415]","[0.6126106977462769, 0.6314919590950012, 0.6694563627243042]"
340,63,63,43,43,1.0,1.0,True,1,3,0.6479040781656901,0.024506146411161268,"[416, 418, 414]","[0.6132776737213135, 0.663957953453064, 0.6664766073226929]"
341,63,63,43,43,1.0,1.0,True,1,3,0.7853661974271139,0.031237587121837544,"[420, 413, 418]","[0.7485153079032898, 0.7826921343803406, 0.8248911499977112]"
342,63,63,43,43,1.0,1.0,True,1,3,0.6540361642837524,0.051541448976853727,"[416, 413, 415]","[0.6032655835151672, 0.6341274976730347, 0.7247154116630554]"
343,63,63,43,43,1.0,1.0,True,1,3,0.9388079841931661,0.016022276647927033,"[421, 416, 413]","[0.9169248938560486, 0.9446585774421692, 0.9548404812812805]"
344,63,63,43,43,1.0,1.0,True,1,3,0.8983452717463175,0.0486047552757218,"[414, 420, 415]","[0.8448916077613831, 0.8876466751098633, 0.9624975323677063]"
345,63,63,43,43,1.0,1.0,True,1,3,0.6354233622550964,0.028993240276511078,"[416, 418, 420]","[0.5984541177749634, 0.6385499835014343, 0.6692659854888916]"
346,64,64,44,44,1.0,1.0,True,1,3,0.5498950084050497,0.02408013133116666,"[424, 428, 423]","[0.5300334692001343, 0.5358691811561584, 0.5837823748588562]"
347,64,64,44,44,1.0,1.0,True,1,3,0.5788198113441467,0.023050227615065037,"[430, 428, 423]","[0.5500834584236145, 0.5798599720001221, 0.6065160036087036]"
348,64,64,44,44,1.0,1.0,True,1,3,0.5800596078236898,0.026533325536129956,"[423, 430, 428]","[0.5518496632575989, 0.5727362036705017, 0.6155929565429688]"
349,64,64,44,44,1.0,1.0,True,1,3,0.5919248660405477,0.03091535239270371,"[430, 428, 426]","[0.5538380742073059, 0.592375636100769, 0.6295608878135681]"
350,64,64,44,44,1.0,1.0,True,1,3,0.6621679862340292,0.021524820309888226,"[430, 429, 423]","[0.6324015855789185, 0.6715332269668579, 0.682569146156311]"
351,64,64,44,44,1.0,1.0,True,1,3,0.5785375237464905,0.03941991643030534,"[430, 423, 428]","[0.52346271276474, 0.5985937118530273, 0.6135561466217041]"
352,64,64,44,44,1.0,1.0,True,1,3,0.5875905354817709,0.006382916029546241,"[428, 430, 423]","[0.5786164999008179, 0.591233491897583, 0.5929216146469116]"
353,64,64,44,44,1.0,1.0,True,1,3,0.5738691091537476,0.07586415987516223,"[422, 430, 424]","[0.4665813446044922, 0.6272725462913513, 0.6277534365653992]"
354,64,64,44,44,1.0,1.0,True,1,3,0.5203966101010641,0.035510800161269236,"[424, 430, 428]","[0.47134554386138916, 0.5355936884880066, 0.5542505979537964]"
355,64,64,44,44,1.0,1.0,True,1,3,0.518899530172348,0.028720554031104274,"[428, 430, 429]","[0.48655226826667786, 0.5138000249862671, 0.5563462972640991]"
356,65,65,45,45,1.0,1.0,True,1,3,0.740882933139801,0.0396363031676365,"[439, 438, 440]","[0.6849157214164734, 0.766163170337677, 0.7715699076652527]"
357,65,65,45,45,1.0,1.0,True,1,3,0.7130536437034607,0.07988602678926504,"[436, 440, 434]","[0.6006718277931213, 0.759223997592926, 0.7792651057243347]"
358,65,65,45,45,1.0,1.0,True,1,3,0.6287745237350464,0.09151357479778688,"[433, 431, 434]","[0.5074416995048523, 0.6504427194595337, 0.7284391522407532]"
359,65,65,45,45,1.0,1.0,True,1,3,0.6186785300572714,0.22245551076206685,"[439, 438, 440]","[0.30525827407836914, 0.7518198490142822, 0.7989574670791626]"
360,65,65,45,45,1.0,1.0,True,1,3,0.6550720532735189,0.05791481733100884,"[438, 439, 440]","[0.5794514417648315, 0.6656365990638733, 0.7201281189918518]"
361,65,65,45,45,1.0,1.0,True,1,3,0.6187156836191813,0.0678207996104903,"[434, 435, 433]","[0.543638288974762, 0.6045626997947693, 0.7079460620880127]"
362,65,65,45,45,1.0,1.0,True,1,3,0.604351282119751,0.02887464606238452,"[435, 434, 436]","[0.572311282157898, 0.5984464883804321, 0.6422960758209229]"
363,65,65,45,45,1.0,1.0,True,1,3,0.6917882561683655,0.12654662912764614,"[436, 438, 440]","[0.5130232572555542, 0.7738645672798157, 0.7884769439697266]"
364,65,65,45,45,1.0,1.0,True,1,3,0.6972452203432719,0.07330758394019686,"[434, 435, 433]","[0.6325711607933044, 0.6594113707542419, 0.7997531294822693]"
365,66,66,46,46,1.0,1.0,True,1,3,0.6486155788103739,0.02817454710420498,"[441, 442, 447]","[0.6185604333877563, 0.6409887075424194, 0.686297595500946]"
366,66,66,46,46,1.0,1.0,True,1,3,0.5963864127794901,0.01028714507021659,"[450, 446, 442]","[0.5839577317237854, 0.5960521697998047, 0.6091493368148804]"
367,66,66,46,46,1.0,1.0,True,1,3,0.6370132168134054,0.042049771303988896,"[446, 442, 445]","[0.5805719494819641, 0.6490146517753601, 0.6814530491828918]"
368,66,66,46,46,1.0,1.0,True,1,3,0.5154174168904623,0.025283376660081982,"[445, 449, 444]","[0.48163914680480957, 0.5221505165100098, 0.5424625873565674]"
369,66,66,46,46,1.0,1.0,True,1,3,0.4396811823050181,0.05386105829170375,"[446, 444, 441]","[0.36359500885009766, 0.47461122274398804, 0.48083731532096863]"
370,66,66,46,46,1.0,1.0,True,1,3,0.5218879381815592,0.049442751873251395,"[446, 442, 441]","[0.45215916633605957, 0.5522465109825134, 0.5612581372261047]"
371,66,66,46,46,1.0,1.0,True,1,3,0.5836249589920044,0.008206378392046848,"[442, 448, 444]","[0.5740463137626648, 0.5827394127845764, 0.594089150428772]"
372,66,66,46,46,1.0,1.0,True,1,3,0.7070550719896952,0.012815041565114666,"[441, 442, 450]","[0.6907836198806763, 0.7082793712615967, 0.7221022248268127]"
373,66,66,46,46,1.0,1.0,True,1,3,0.6959576606750488,0.016784795999081014,"[442, 443, 447]","[0.6724007725715637, 0.7052065134048462, 0.7102656960487366]"
374,66,66,46,46,1.0,1.0,True,1,3,0.5738157629966736,0.01569147164641145,"[446, 444, 442]","[0.5516791939735413, 0.5835376977920532, 0.5862303972244263]"
